classe;annee;Code.département;Code.région;unité.de.compte;millPOP;millLOG;faits;POP;LOG;tauxpourmille
Vols dans les véhicules;16;46;76;véhicule;16;16;186;173347;117328,0105413913;1,07299232175924586
Vols dans les véhicules;16;47;75;véhicule;16;16;861;332833;184194,3655796200;2,58688291124978598
Vols dans les véhicules;16;48;76;véhicule;16;16;97;76422;60394,6697871167;1,26926801182905447
Vols dans les véhicules;16;49;52;véhicule;16;16;1993;810934;391283,3197054776;2,45765993286753304
Vols dans les véhicules;16;50;28;véhicule;16;16;564;498362;295248,4309255120;1,13170747368378821
Vols dans les véhicules;16;51;44;véhicule;16;16;1691;570883;292094,6291274587;2,96207804401252117
Vols dans les véhicules;16;52;44;véhicule;16;16;451;178084;100722,0544310527;2,53251274679364791
Vols dans les véhicules;16;53;52;véhicule;16;16;463;307688;155625,1391581554;1,50477106679493500
Vols dans les véhicules;16;54;44;véhicule;16;16;1439;733821;373164,6636885736;1,96096868309846672
Vols dans les véhicules;16;55;44;véhicule;16;16;323;189055;99549,9287185807;1,70849752717463166
Vols dans les véhicules;16;56;53;véhicule;16;16;1737;747548;459454,7482010042;2,32359661185636224
Vols dans les véhicules;16;57;44;véhicule;16;16;2636;1045271;510596,5657959623;2,52183405069116073
Vols dans les véhicules;16;58;27;véhicule;16;16;305;209161;141592,7732465061;1,45820683588240629
Vols dans les véhicules;16;59;32;véhicule;16;16;17325;2603723;1205062,1207939661;6,65393361736252320
Vols dans les véhicules;16;60;32;véhicule;16;16;3124;823542;369319,7133483867;3,79337058704959817
Vols dans les véhicules;16;61;28;véhicule;16;16;406;285308;164639,5223504684;1,42302353947313076
Vols dans les véhicules;16;62;32;véhicule;16;16;4896;1470725;708207,3304540768;3,32897040575226510
Vols dans les véhicules;16;63;84;véhicule;16;16;2014;650700;382694,8161446228;3,09512832334409094
Vols dans les véhicules;16;64;75;véhicule;16;16;2052;673986;400053,2302089295;3,04457362615840710
Vols dans les véhicules;16;65;76;véhicule;16;16;732;227829;160808,8013876575;3,21293601780282545
Vols dans les véhicules;16;66;76;véhicule;16;16;2384;474369;346847,0663214108;5,02562351249765449
Vols dans les véhicules;16;67;44;véhicule;16;16;1916;1121407;546386,8300979403;1,70856789729331116
Vols dans les véhicules;16;68;44;véhicule;16;16;1740;762743;373685,5003191521;2,28124020803861827
Vols dans les véhicules;16;69;84;véhicule;16;16;13223;1835903;904462,0024263281;7,20245023838405363
Vols dans les véhicules;16;70;27;véhicule;16;16;429;237242;126631,1038528381;1,80828015275541421
Vols dans les véhicules;16;71;27;véhicule;16;16;985;555023;309191,1094580503;1,77470122859773372
Vols dans les véhicules;16;72;52;véhicule;16;16;1523;567561;289447,3315378805;2,68341200329127627
Vols dans les véhicules;16;73;84;véhicule;16;16;1462;429681;341648,0333178816;3,40252419818423446
Vols dans les véhicules;16;74;84;véhicule;16;16;2412;801416;500697,9948870661;3,00967287900416247
Vols dans les véhicules;16;75;11;véhicule;16;16;17481;2190327;1374376,7997595300;7,98100009724575354
Vols dans les véhicules;16;76;28;véhicule;16;16;4917;1255755;634421,2522146051;3,91557270327412565
Vols dans les véhicules;16;77;11;véhicule;16;16;6265;1397665;604627,2151053285;4,48247612983082533
Vols dans les véhicules;16;78;11;véhicule;16;16;4159;1431808;629382,7814974730;2,90471906847845496
Vols dans les véhicules;16;79;75;véhicule;16;16;662;374743;192620,2919992131;1,76654400482463991
Vols dans les véhicules;16;80;32;véhicule;16;16;1593;572744;297093,8613482957;2,78134733842694093
Vols dans les véhicules;16;81;76;véhicule;16;16;1208;386448;209380,4898491946;3,12590568459404627
Vols dans les véhicules;16;82;76;véhicule;16;16;815;256897;130058,5235846451;3,17247768560940768
Vols dans les véhicules;16;83;93;véhicule;16;16;4754;1055821;707519,5233747549;4,50265717389595466
Vols dans les véhicules;16;84;93;véhicule;16;16;2939;559014;298637,3621285976;5,25747119034585886
Vols dans les véhicules;16;85;52;véhicule;16;16;1739;670597;417191,6189341890;2,59321172030295388
Vols dans les véhicules;16;86;75;véhicule;16;16;953;436069;237993,0701958806;2,18543395655274741
Vols dans les véhicules;16;87;75;véhicule;16;16;1021;374978;219170,1331972952;2,72282640581580804
Vols dans les véhicules;16;88;44;véhicule;16;16;689;369641;212925,1787301851;1,86397071753403965
Vols dans les véhicules;16;89;27;véhicule;16;16;812;340544;195822,1271121363;2,38442022176282631
Vols dans les véhicules;16;90;27;véhicule;16;16;353;144089;71928,9215031956;2,44987473020147251
Vols dans les véhicules;16;91;11;véhicule;16;16;4414;1287330;550894,8866917946;3,42880224961742508
Vols dans les véhicules;16;92;11;véhicule;16;16;6415;1603268;789808,9475064187;4,00120254380427998
Vols dans les véhicules;16;93;11;véhicule;16;16;13220;1606660;662465,9634062538;8,22824990975066406
Vols dans les véhicules;16;94;11;véhicule;16;16;6610;1378151;626296,5624985970;4,79628139441904366
Vols dans les véhicules;16;95;11;véhicule;16;16;6566;1221923;497748,6955501862;5,37349734803256851
Vols dans les véhicules;16;971;01;véhicule;16;16;2224;394110;226105,0475677566;5,64309456750653382
Vols dans les véhicules;16;972;02;véhicule;16;16;1838;376480;211621,3569881222;4,88206544836379130
Vols dans les véhicules;16;973;03;véhicule;16;16;1972;269352;88454,0619228487;7,32127476313522862
Vols dans les véhicules;16;974;04;véhicule;16;16;4003;852924;363111,0760629498;4,69326692647879540
Vols dans les véhicules;16;976;06;véhicule;17;17;661;256518;73880,0000000000;2,57681722140356628
Vols dans les véhicules;17;01;84;véhicule;17;17;1517;643350;313061,4522700008;2,35797000077718177
Vols dans les véhicules;17;02;32;véhicule;17;17;1283;534490;265548,3196165975;2,40041909109618512
Vols dans les véhicules;17;03;84;véhicule;17;17;441;337988;207724,6632561111;1,30478005136277031
Vols dans les véhicules;17;04;93;véhicule;17;17;625;163915;127940,4230924362;3,81295183479242272
Vols dans les véhicules;17;05;93;véhicule;17;17;355;141284;135492,6309531483;2,51266951671809968
Vols dans les véhicules;17;06;93;véhicule;17;17;3861;1083310;766747,5248132690;3,56407676473031687
Vols dans les véhicules;17;07;84;véhicule;17;17;778;325712;203014,8685461032;2,38861325342633979
Vols dans les véhicules;17;08;44;véhicule;17;17;429;273579;142452,1098481209;1,56810281490903924
Vols dans les véhicules;17;09;76;véhicule;17;17;247;153153;109392,3498474293;1,61276631864867159
Vols dans les véhicules;17;10;44;véhicule;17;17;751;310020;164453,3282640006;2,42242435971872760
Vols dans les véhicules;17;11;76;véhicule;17;17;1676;370260;261179,6400152649;4,52654891157564876
Vols dans les véhicules;17;12;76;véhicule;17;17;308;279206;181053,4508169389;1,10312815627171323
Vols dans les véhicules;17;13;93;véhicule;17;17;14006;2024162;1021225,6683628588;6,91940664828210394
Vols dans les véhicules;17;14;28;véhicule;17;17;1655;694002;416115,3509748278;2,38471935239379729
Vols dans les véhicules;17;15;84;véhicule;17;17;164;145143;101362,6779431542;1,12992014771639004
Vols dans les véhicules;17;16;75;véhicule;17;17;1105;352335;197059,1311224137;3,13621979082407387
Vols dans les véhicules;17;17;75;véhicule;17;17;2127;644303;431947,7733306138;3,30124180703799297
Vols dans les véhicules;17;18;24;véhicule;17;17;567;304256;178580,2757339153;1,86356226335717290
Vols dans les véhicules;17;19;75;véhicule;17;17;409;241464;154124,2811968161;1,69383427757346849
Vols dans les véhicules;17;21;27;véhicule;17;17;1352;533819;287830,8724506311;2,53269366583055300
Vols dans les véhicules;17;22;53;véhicule;17;17;1051;598814;366683,1692781221;1,75513598546460181
Vols dans les véhicules;17;23;75;véhicule;17;17;131;118638;88505,6397579827;1,10419932905140006
Vols dans les véhicules;17;24;75;véhicule;17;17;677;413606;258731,6608523040;1,63682345033679399
Vols dans les véhicules;17;25;27;véhicule;17;17;1246;539067;279578,0321657007;2,31140099468155125
Vols dans les véhicules;17;26;84;véhicule;17;17;2263;511553;272493,9013521839;4,42378404583689289
Vols dans les véhicules;17;27;28;véhicule;17;17;1310;601843;295109,3710717750;2,17664739807557783
Vols dans les véhicules;17;28;24;véhicule;17;17;756;433233;215349,9856762909;1,74501942372810936
Vols dans les véhicules;17;29;53;véhicule;17;17;1958;909028;542677,0075975858;2,15394905327448649
Vols dans les véhicules;17;2A;94;véhicule;17;17;235;157249;118847,6544660142;1,49444511570820815
Vols dans les véhicules;17;2B;94;véhicule;17;17;231;177689;130820,4314188668;1,30002419958466775
Vols dans les véhicules;17;30;76;véhicule;17;17;3367;744178;423839,5844642102;4,52445517067153258
Vols dans les véhicules;17;31;76;véhicule;17;17;11398;1362672;715532,2076708438;8,36444867143377202
Vols dans les véhicules;17;32;76;véhicule;17;17;364;191091;110358,3063902944;1,90485161519904134
Vols dans les véhicules;17;33;75;véhicule;17;17;8506;1583384;856615,7519030044;5,37203862107991448
Vols dans les véhicules;17;34;76;véhicule;17;17;6868;1144892;718742,5773671474;5,99881910258784234
Vols dans les véhicules;17;35;53;véhicule;17;17;2567;1060199;546439,9072614032;2,42124355899222721
Vols dans les véhicules;17;36;24;véhicule;17;17;417;222232;138633,8145323789;1,87641743763274405
Vols dans les véhicules;17;37;24;véhicule;17;17;1783;606511;321881,4521592675;2,93976531340734137
Vols dans les véhicules;17;38;84;véhicule;17;17;6302;1258722;646706,8185189465;5,00666549087089940
Vols dans les véhicules;17;39;27;véhicule;17;17;446;260188;149349,5304421640;1,71414515657908884
Vols dans les véhicules;17;40;75;véhicule;17;17;972;407444;255992,2615180586;2,38560391121233817
Vols dans les véhicules;17;41;24;véhicule;17;17;937;331915;183643,0975287533;2,82301191570130872
Vols dans les véhicules;17;42;84;véhicule;17;17;2482;762941;396654,7167304618;3,25320044407103559
Vols dans les véhicules;17;43;84;véhicule;17;17;358;227283;142988,9673405284;1,57512880417805112
Vols dans les véhicules;17;44;52;véhicule;17;17;11915;1394909;740924,1877808182;8,54177584344211560
Vols dans les véhicules;17;45;24;véhicule;17;17;1891;678105;344708,2955814447;2,78865367457842073
Vols dans les véhicules;17;46;76;véhicule;17;17;216;173828;118075,2722010086;1,24260763513358019
Vols dans les véhicules;17;47;75;véhicule;17;17;765;332842;185343,1522256012;2,29838782365206296
Vols dans les véhicules;17;48;76;véhicule;17;17;87;76601;60897,8927600377;1,13575540789284735
Vols dans les véhicules;17;49;52;véhicule;17;17;2056;813493;394578,2136939217;2,52737270019533034
Vols dans les véhicules;17;50;28;véhicule;17;17;569;496883;297133,0738675302;1,14513879524958595
Vols dans les véhicules;17;51;44;véhicule;17;17;1837;568895;294040,9301487350;3,22906687525817571
Vols dans les véhicules;17;52;44;véhicule;17;17;381;175640;100650,2206563270;2,16920974721020254
Vols dans les véhicules;17;53;52;véhicule;17;17;397;307445;156661,7284131226;1,29128787262762446
Vols dans les véhicules;17;54;44;véhicule;17;17;1609;733481;375754,5866945756;2,19364918791352492
Vols dans les véhicules;17;55;44;véhicule;17;17;295;187187;99735,8700927227;1,57596414280906250
Vols dans les véhicules;17;56;53;véhicule;17;17;1814;750863;464185,6171558704;2,41588678627126363
Vols dans les véhicules;17;57;44;véhicule;17;17;2491;1043522;514328,0405547947;2,38710827371152678
Vols dans les véhicules;17;58;27;véhicule;17;17;294;207182;141642,3566125018;1,41904219478526117
Vols dans les véhicules;17;59;32;véhicule;17;17;15532;2604361;1214496,6141067925;5,96384295418338706
Vols dans les véhicules;17;60;32;véhicule;17;17;3349;824503;372777,5559156924;4,06184089081543664
Vols dans les véhicules;17;61;28;véhicule;17;17;358;283372;164926,3899557492;1,26335700069167034
Vols dans les véhicules;17;62;32;véhicule;17;17;4417;1468018;713244,7493952010;3,00881869295880566
Vols dans les véhicules;17;63;84;véhicule;17;17;3210;653742;386425,0717299950;4,91019392971539226
Vols dans les véhicules;17;64;75;véhicule;17;17;2469;677309;404978,6306088396;3,64530812376625768
Vols dans les véhicules;17;65;76;véhicule;17;17;730;228530;161702,5389071914;3,19432897212619782
Vols dans les véhicules;17;66;76;véhicule;17;17;2702;474452;349914,1049044364;5,69499127414364370
Vols dans les véhicules;17;67;44;véhicule;17;17;2500;1125559;554075,4360036718;2,22111857308235328
Vols dans les véhicules;17;68;44;véhicule;17;17;1861;764030;376959,8271139002;2,43576822899624368
Vols dans les véhicules;17;69;84;véhicule;17;17;15949;1843319;914980,2477083715;8,65232767632732092
Vols dans les véhicules;17;70;27;véhicule;17;17;379;236659;127615,1204535585;1,60146032899657320
Vols dans les véhicules;17;71;27;véhicule;17;17;1036;553595;310390,6707085514;1,87140418537017128
Vols dans les véhicules;17;72;52;véhicule;17;17;1552;566506;291038,8465639188;2,73960028666951461
Vols dans les véhicules;17;73;84;véhicule;17;17;1457;431174;345226,2855240351;3,37914623794570179
Vols dans les véhicules;17;74;84;véhicule;17;17;2457;807360;508228,9399428225;3,04325208085612342
Vols dans les véhicules;17;75;11;véhicule;17;17;17222;2187526;1382778,9960024301;7,87282071161668462
Vols dans les véhicules;17;76;28;véhicule;17;17;6265;1254378;640333,6389624489;4,99450723785015338
Vols dans les véhicules;17;77;11;véhicule;17;17;6594;1403997;612076,3818544711;4,69659123203254669
Vols dans les véhicules;17;78;11;véhicule;17;17;3783;1438266;637200,4191475145;2,63025059342291323
Vols dans les véhicules;17;79;75;véhicule;17;17;721;374351;193971,0259452496;1,92599993054646568
Vols dans les véhicules;17;80;32;véhicule;17;17;1701;572443;299211,4217903113;2,97147488920294256
Vols dans les véhicules;17;81;76;véhicule;17;17;1292;387890;211038,0860462197;3,33084121787104603
Vols dans les véhicules;17;82;76;véhicule;17;17;977;258349;131299,7808561092;3,78170614169205210
Vols dans les véhicules;17;83;93;véhicule;17;17;3666;1058740;714503,3544191563;3,46260649451234492
Vols dans les véhicules;17;84;93;véhicule;17;17;2483;559479;301947,3802610298;4,43805754997059765
Vols dans les véhicules;17;85;52;véhicule;17;17;1515;675247;421680,1209010437;2,24362344445810180
Vols dans les véhicules;17;86;75;véhicule;17;17;880;436876;240200,1517667484;2,01430154094067904
Vols dans les véhicules;17;87;75;véhicule;17;17;941;374426;219979,7724796445;2,51318017445369701
Vols dans les véhicules;17;88;44;véhicule;17;17;882;367673;213629,1685792222;2,39887073568089049
Vols dans les véhicules;17;89;27;véhicule;17;17;575;338291;196696,6727403624;1,69972006349562954
Vols dans les véhicules;17;90;27;véhicule;17;17;342;142622;72210,8224328332;2,39794702079623079
Vols dans les véhicules;17;91;11;véhicule;17;17;4343;1296130;558684,1278090713;3,35074413831945872
Vols dans les véhicules;17;92;11;véhicule;17;17;5480;1609306;796181,1612776431;3,40519453727258803
Vols dans les véhicules;17;93;11;véhicule;17;17;13227;1623111;671679,5774319175;8,14916539903925319
Vols dans les véhicules;17;94;11;véhicule;17;17;6062;1387926;633206,9725896285;4,36766801688274420
Vols dans les véhicules;17;95;11;véhicule;17;17;7107;1228618;504099,5748677718;5,78454816712761755
Vols dans les véhicules;17;971;01;véhicule;17;17;2663;390253;227525,3489634245;6,82377842066556806
Vols dans les véhicules;17;972;02;véhicule;17;17;1550;372594;212577,1492133937;4,16002404762288158
Vols dans les véhicules;17;973;03;véhicule;17;17;1870;268700;88986,4502167438;6,95943431336062535
Vols dans les véhicules;17;974;04;véhicule;17;17;2949;853659;369894,5213297095;3,45454098182060987
Vols dans les véhicules;17;976;06;véhicule;17;17;480;256518;73880,0000000000;1,87121371599653830
Vols dans les véhicules;18;01;84;véhicule;18;18;1623;647634;317983,0764471052;2,50604508101798240
Vols dans les véhicules;18;02;32;véhicule;18;18;1807;533316;266640,9263390519;3,38823511764132324
Vols dans les véhicules;18;03;84;véhicule;18;18;478;337171;208375,0286177621;1,41767827007660818
Vols dans les véhicules;18;04;93;véhicule;18;18;638;164068;129062,0846603640;3,88863154301874836
Vols dans les véhicules;18;05;93;véhicule;18;18;231;140698;136581,1662476793;1,64181438257828827
Vols dans les véhicules;18;06;93;véhicule;18;18;4183;1086219;772316,5133081203;3,85097296217429452
Vols dans les véhicules;18;07;84;véhicule;18;18;738;326606;204906,1287731887;2,25960331408486059
Vols dans les véhicules;18;08;44;véhicule;18;18;425;271845;143015,0897916087;1,56339090290422855
Vols dans les véhicules;18;09;76;véhicule;18;18;295;153066;110222,3532750513;1,92727320240941813
Vols dans les véhicules;18;10;44;véhicule;18;18;660;310020;165501,5350824351;2,12889491000580611
Vols dans les véhicules;18;11;76;véhicule;18;18;1753;372806;263889,2983240295;4,70217754006105082
Vols dans les véhicules;18;12;76;véhicule;18;18;311;279274;182027,5162605607;1,11360169582560498
Vols dans les véhicules;18;13;93;véhicule;18;18;15005;2034357;1034043,2158951403;7,37579490718689001
Vols dans les véhicules;18;14;28;véhicule;18;18;1836;694056;419713,6806929727;2,64531968601957201
Vols dans les véhicules;18;15;84;véhicule;18;18;165;144765;101693,4393143253;1,13977826132007065
Vols dans les véhicules;18;16;75;véhicule;18;18;1096;351778;198241,7445789971;3,11560131673953489
Vols dans les véhicules;18;17;75;véhicule;18;18;1853;646932;436869,1790082061;2,86428867330724124
Vols dans les véhicules;18;18;24;véhicule;18;18;483;303408;179125,4437710006;1,59191583610188259
Vols dans les véhicules;18;19;75;véhicule;18;18;457;240583;154656,5716768645;1,89955233744695184
Vols dans les véhicules;18;21;27;véhicule;18;18;1347;533220;290523,3312654594;2,52616180938449419
Vols dans les véhicules;18;22;53;véhicule;18;18;1055;599584;369601,0721722090;1,75955329028126184
Vols dans les véhicules;18;23;75;véhicule;18;18;104;117503;88727,7448468356;0,88508378509484864
Vols dans les véhicules;18;24;75;véhicule;18;18;654;413418;260245,3351173479;1,58193402319202359
Vols dans les véhicules;18;25;27;véhicule;18;18;1053;541454;282055,6126865504;1,94476354408684760
Vols dans les véhicules;18;26;84;véhicule;18;18;2001;514732;275726,5129200268;3,88745988203570025
Vols dans les véhicules;18;27;28;véhicule;18;18;1098;599962;297286,2439283057;1,83011590734079821
Vols dans les véhicules;18;28;24;véhicule;18;18;665;431997;216684,1690867101;1,53936254186950383
Vols dans les véhicules;18;29;53;véhicule;18;18;2059;911735;545808,3558298449;2,25833164241802731
Vols dans les véhicules;18;2A;94;véhicule;18;18;191;157853;120566,6331526010;1,20998650643320049
Vols dans les véhicules;18;2B;94;véhicule;18;18;230;180701;132077,2288593116;1,27282084769868442
Vols dans les véhicules;18;30;76;véhicule;18;18;3865;745458;428087,3560024505;5,18473207075381826
Vols dans les véhicules;18;31;76;véhicule;18;18;12477;1380672;728248,9423631256;9,03690376859963784
Vols dans les véhicules;18;32;76;véhicule;18;18;263;191283;111171,4558736332;1,37492615653246752
Vols dans les véhicules;18;33;75;véhicule;18;18;9824;1601845;872327,1202212365;6,13292796743754831
Vols dans les véhicules;18;34;76;véhicule;18;18;6494;1159220;729652,5980467021;5,60204275288556097
Vols dans les véhicules;18;35;53;véhicule;18;18;3442;1069228;554254,3374341062;3,21914502800151148
Vols dans les véhicules;18;36;24;véhicule;18;18;371;220595;138879,1239170656;1,68181509100387583
Vols dans les véhicules;18;37;24;véhicule;18;18;1975;607760;325171,8376541205;3,24963801500592364
Vols dans les véhicules;18;38;84;véhicule;18;18;7206;1263563;653289,2391863379;5,70292102570271542
Vols dans les véhicules;18;39;27;véhicule;18;18;686;259746;150169,2448163459;2,64104163297991112
Vols dans les véhicules;18;40;75;véhicule;18;18;1162;410355;259512,4933925516;2,83169450841344661
Vols dans les véhicules;18;41;24;véhicule;18;18;756;330248;184614,2918505696;2,28918873089314712
Vols dans les véhicules;18;42;84;véhicule;18;18;2285;763441;399133,5935730911;2,99302762099494268
Vols dans les véhicules;18;43;84;véhicule;18;18;242;227552;143699,3478119539;1,06349317958093081
Vols dans les véhicules;18;44;52;véhicule;18;18;12796;1412502;752968,3262668608;9,05910221720040099
Vols dans les véhicules;18;45;24;véhicule;18;18;1988;678845;347107,3280696778;2,92850356119585475
Vols dans les véhicules;18;46;76;véhicule;18;18;281;173929;118998,2026709906;1,61560176853773663
Vols dans les véhicules;18;47;75;véhicule;18;18;805;331970;186511,3099310823;2,42491791426936176
Vols dans les véhicules;18;48;76;véhicule;18;18;98;76520;61340,1345191685;1,28071092524830110
Vols dans les véhicules;18;49;52;véhicule;18;18;1922;815883;397886,6801689706;2,35572992696256689
Vols dans les véhicules;18;50;28;véhicule;18;18;537;495983;298631,1028028256;1,08269839893706021
Vols dans les véhicules;18;51;44;véhicule;18;18;1796;567462;295610,7247351768;3,16496963673338483
Vols dans les véhicules;18;52;44;véhicule;18;18;428;174069;100617,3184480540;2,45879507551603105
Vols dans les véhicules;18;53;52;véhicule;18;18;568;307084;157551,8523240093;1,84965677143713125
Vols dans les véhicules;18;54;44;véhicule;18;18;1660;733469;378055,3217601699;2,26321766836771543
Vols dans les véhicules;18;55;44;véhicule;18;18;255;185355;99893,1904520815;1,37573844784332766
Vols dans les véhicules;18;56;53;véhicule;18;18;1555;754867;468872,0310926143;2,05996553035170438
Vols dans les véhicules;18;57;44;véhicule;18;18;2561;1043524;518771,8511447074;2,45418409159731832
Vols dans les véhicules;18;58;27;véhicule;18;18;256;205828;141622,9724301712;1,24375692325631126
Vols dans les véhicules;18;59;32;véhicule;18;18;14816;2606234;1224589,0136210318;5,68483106275184813
Vols dans les véhicules;18;60;32;véhicule;18;18;2823;827153;376184,7412238104;3,41291151697448969
Vols dans les véhicules;18;61;28;véhicule;18;18;363;281593;165463,2082294884;1,28909454425358594
Vols dans les véhicules;18;62;32;véhicule;18;18;4229;1466743;717901,1241409370;2,88325903038228226
Vols dans les véhicules;18;63;84;véhicule;18;18;2878;659048;389711,4526424824;4,36690499022832945
Vols dans les véhicules;18;64;75;véhicule;18;18;2217;679810;409790,0999867039;3,26120533678527824
Vols dans les véhicules;18;65;76;véhicule;18;18;429;229191;162729,1327550806;1,87180124874013365
Vols dans les véhicules;18;66;76;véhicule;18;18;2995;476357;352741,6737407820;6,28730133072464614
Vols dans les véhicules;18;67;44;véhicule;18;18;2409;1133552;561561,8918059063;2,12517820091182408
Vols dans les véhicules;18;68;44;véhicule;18;18;1419;764981;380237,6324145882;1,85494803138901476
Vols dans les véhicules;18;69;84;véhicule;18;18;16282;1859524;926575,9969898713;8,75600422473708306
Vols dans les véhicules;18;70;27;véhicule;18;18;258;236018;128333,3545142875;1,09313696412985450
Vols dans les véhicules;18;71;27;véhicule;18;18;1080;552185;311498,7100465497;1,95586624048099811
Vols dans les véhicules;18;72;52;véhicule;18;18;2523;565963;292627,9130365866;4,45788858989015147
Vols dans les véhicules;18;73;84;véhicule;18;18;1163;433724;349226,1163174715;2,68142874270273257
Vols dans les véhicules;18;74;84;véhicule;18;18;2223;816699;517217,1963493511;2,72193304999761265
Vols dans les véhicules;18;75;11;véhicule;18;18;17252;2175601;1386846,1049608300;7,92976285633257216
Vols dans les véhicules;18;76;28;véhicule;18;18;5567;1255883;645785,5209659962;4,43273776299225375
Vols dans les véhicules;18;77;11;véhicule;18;18;5535;1412516;619783,8905674755;3,91853968379827178
Vols dans les véhicules;18;78;11;véhicule;18;18;3552;1441398;643946,3721681301;2,46427426706572339
Vols dans les véhicules;18;79;75;véhicule;18;18;580;374799;195050,7796241010;1,54749612458944652
Vols dans les véhicules;18;80;32;véhicule;18;18;1701;570662;301740,4710844987;2,98074867434663604
Vols dans les véhicules;18;81;76;véhicule;18;18;1013;388596;212905,1823935281;2,60682045105971216
Vols dans les véhicules;18;82;76;véhicule;18;18;575;259124;132602,5035962786;2,21901483459656390
Vols dans les véhicules;18;83;93;véhicule;18;18;3631;1067697;722127,5418407911;3,40077756142426191
Vols dans les véhicules;18;84;93;véhicule;18;18;2325;559793;305436,3877916014;4,15332095971189386
Vols dans les véhicules;18;85;52;véhicule;18;18;1458;679991;426425,8760786045;2,14414602546210142
Vols dans les véhicules;18;86;75;véhicule;18;18;965;437586;241950,7480298820;2,20528079051889225
Vols dans les véhicules;18;87;75;véhicule;18;18;852;373199;220762,4990414247;2,28296431662464228
Vols dans les véhicules;18;88;44;véhicule;18;18;848;366112;214363,1280449848;2,31623109868018551
Vols dans les véhicules;18;89;27;véhicule;18;18;682;337504;197683,0383824969;2,02071679150469352
Vols dans les véhicules;18;90;27;véhicule;18;18;299;141852;72929,3888619055;2,10783069678256219
Vols dans les véhicules;18;91;11;véhicule;18;18;4520;1296641;564587,4508860921;3,48593018422215550
Vols dans les véhicules;18;92;11;véhicule;18;18;5289;1619120;801736,7859720553;3,26658925836256753
Vols dans les véhicules;18;93;11;véhicule;18;18;11249;1632677;679663,1080670601;6,88991147667297277
Vols dans les véhicules;18;94;11;véhicule;18;18;5467;1396913;640016,4893849149;3,91362955316472849
Vols dans les véhicules;18;95;11;véhicule;18;18;6033;1238581;510302,1962754292;4,87089661475511093
Vols dans les véhicules;18;971;01;véhicule;18;18;2695;387629;229421,9222520028;6,95252419194642268
Vols dans les véhicules;18;972;02;véhicule;18;18;1574;368783;213707,5257170365;4,26809261815213858
Vols dans les véhicules;18;973;03;véhicule;18;18;1460;276128;91566,6158866734;5,28740294356240614
Vols dans les véhicules;18;974;04;véhicule;18;18;2676;855961;376047,7096731441;3,12631066135022539
Vols dans les véhicules;18;976;06;véhicule;17;17;384;256518;73880,0000000000;1,49697097279723068
Vols dans les véhicules;19;01;84;véhicule;19;19;1430;652432;321432,1284726467;2,19179929862422407
Vols dans les véhicules;19;02;32;véhicule;19;19;1626;531345;266921,5132220472;3,06015865398187614
Vols dans les véhicules;19;03;84;véhicule;19;19;520;335975;208863,3718265888;1,54773420641416770
Vols dans les véhicules;19;04;93;véhicule;19;19;684;164308;129689,8413830429;4,16291355259634344
Vols dans les véhicules;19;05;93;véhicule;19;19;251;141220;137643,8620632826;1,77736864466789402
Vols dans les véhicules;19;06;93;véhicule;19;19;4094;1094283;778290,8975421648;3,74126254360160937
Vols dans les véhicules;19;07;84;véhicule;19;19;775;328278;206435,4921199115;2,36080395274736654
Vols dans les véhicules;19;08;44;véhicule;19;19;387;270582;142983,2560523321;1,43025034924717831
Vols dans les véhicules;19;09;76;véhicule;19;19;320;153287;110526,3412082623;2,08758733617332215
Vols dans les véhicules;19;10;44;véhicule;19;19;711;310242;166101,3094395848;2,29175933626008099
Vols dans les véhicules;19;11;76;véhicule;19;19;1842;374070;265167,0724040006;4,92421204587376771
Vols dans les véhicules;19;12;76;véhicule;19;19;276;279595;182768,5825983171;0,98714211627532666
Vols dans les véhicules;19;13;93;véhicule;19;19;15432;2043110;1044973,1934433979;7,55319096867031092
Vols dans les véhicules;19;14;28;véhicule;19;19;1594;694905;422081,6747303871;2,29383872615681295
Vols dans les véhicules;19;15;84;véhicule;19;19;194;144692;101952,5084288438;1,34077903408619692
Vols dans les véhicules;19;16;75;véhicule;19;19;1000;352015;198920,3508472443;2,84078803460079810
Vols dans les véhicules;19;17;75;véhicule;19;19;2039;651358;440935,1834808622;3,13038298447244090
Vols dans les véhicules;19;18;24;véhicule;19;19;474;302306;179429,7881204032;1,56794770861312704
Vols dans les véhicules;19;19;75;véhicule;19;19;461;240073;155041,4098328307;1,92024925751750519
Vols dans les véhicules;19;21;27;véhicule;19;19;1500;534124;292479,3140696869;2,80833664092982183
Vols dans les véhicules;19;22;53;véhicule;19;19;1092;600582;371643,4689064616;1,81823631077854486
Vols dans les véhicules;19;23;75;véhicule;19;19;135;116617;88645,6611885403;1,15763567918914045
Vols dans les véhicules;19;24;75;véhicule;19;19;749;413223;261103,9410417987;1,81258061627740963
Vols dans les véhicules;19;25;27;véhicule;19;19;1020;543974;283778,1503868632;1,87508961825381348
Vols dans les véhicules;19;26;84;véhicule;19;19;2589;516762;277777,4999397910;5,01004330813798227
Vols dans les véhicules;19;27;28;véhicule;19;19;1027;599507;298148,4884765611;1,71307424266939345
Vols dans les véhicules;19;28;24;véhicule;19;19;739;431575;217440,1468355890;1,71233273475062275
Vols dans les véhicules;19;29;53;véhicule;19;19;2206;915090;549039,4124658367;2,41069184451802521
